Time [s],Value,Parity Error,Framing Error
27.257999999999999,' ',,
27.258572000000001,' ',,
27.259143999999999,' ',,
27.259716000000001,\r,,
27.260287999999999,\n,,
27.857904000000001,Y,,
27.858476000000000,E,,
27.859048000000001,S,,
27.859620000000000,' ',,
27.860192000000001,t,,
27.860764000000000,o,,
27.861336000000001,' ',,
27.861908000000000,S,,
27.862480000000001,e,,
27.863052000000000,l,,
27.863624000000002,e,,
27.864196000000000,c,,
27.864768000000002,t,,
27.865340000000000,:,,
27.865912000000002,-,,
27.866484000000000,' ',,
27.867056000000002,K,,
27.867628000000000,e,,
27.868200000000002,y,,
27.868772000000000,p,,
27.869344000000002,a,,
27.869916000000000,d,,
27.870488000000002,' ',,
27.871060000000000,S,,
27.871632000000002,e,,
27.872204000000000,t,,
27.872776000000002,u,,
27.873348000000000,p,,
27.873919999999998,' ',,
27.874492000000000,' ',,
27.875063999999998,' ',,
27.875636000000000,' ',,
27.876207999999998,\r,,
27.876780000000000,\n,,
28.365220000000001,Y,,
28.365791999999999,E,,
28.366364000000001,S,,
28.366935999999999,' ',,
28.367508000000001,t,,
28.368079999999999,o,,
28.368652000000001,' ',,
28.369223999999999,S,,
28.369796000000001,e,,
28.370367999999999,l,,
28.370940000000001,e,,
28.371511999999999,c,,
28.372084000000001,t,,
28.372655999999999,:,,
28.373228000000001,-,,
28.373799999999999,' ',,
28.374372000000001,K,,
28.374943999999999,e,,
28.375516000000001,y,,
28.376087999999999,p,,
28.376660000000001,a,,
28.377231999999999,d,,
28.377804000000001,' ',,
28.378375999999999,S,,
28.378948000000001,e,,
28.379519999999999,t,,
28.380094000000000,u,,
28.380666000000002,p,,
28.381238000000000,' ',,
28.381810000000002,' ',,
28.382382000000000,' ',,
28.382954000000002,' ',,
28.383526000000000,\r,,
28.384098000000002,\n,,
28.984072000000001,Y,,
28.984643999999999,E,,
28.985216000000001,S,,
28.985787999999999,' ',,
28.986360000000001,t,,
28.986931999999999,o,,
28.987504000000001,' ',,
28.988076000000000,S,,
28.988648000000001,e,,
28.989220000000000,l,,
28.989792000000001,e,,
28.990364000000000,c,,
28.990936000000001,t,,
28.991508000000000,:,,
28.992082000000000,-,,
28.992654000000002,' ',,
28.993226000000000,K,,
28.993798000000002,e,,
28.994370000000000,y,,
28.994942000000002,p,,
28.995514000000000,a,,
28.996085999999998,d,,
28.996658000000000,' ',,
28.997229999999998,S,,
28.997802000000000,e,,
28.998373999999998,t,,
28.998946000000000,u,,
28.999517999999998,p,,
29.000090000000000,' ',,
29.000661999999998,' ',,
29.001234000000000,' ',,
29.001805999999998,' ',,
29.002378000000000,\r,,
29.002949999999998,\n,,
29.644054000000001,Y,,
29.644625999999999,E,,
29.645198000000001,S,,
29.645769999999999,' ',,
29.646342000000001,t,,
29.646913999999999,o,,
29.647486000000001,' ',,
29.648057999999999,S,,
29.648630000000001,e,,
29.649201999999999,l,,
29.649774000000001,e,,
29.650345999999999,c,,
29.650918000000001,t,,
29.651489999999999,:,,
29.652062000000001,-,,
29.652633999999999,' ',,
29.653206000000001,K,,
29.653777999999999,e,,
29.654350000000001,y,,
29.654921999999999,p,,
29.655494000000001,a,,
29.656065999999999,d,,
29.656638000000001,' ',,
29.657209999999999,S,,
29.657782000000001,e,,
29.658353999999999,t,,
29.658926000000001,u,,
29.659497999999999,p,,
29.660072000000000,' ',,
29.660644000000001,' ',,
29.661216000000000,' ',,
29.661788000000001,' ',,
29.662360000000000,\r,,
29.662932000000001,\n,,
